Ingresso;Paí;Cidade;ID;Nome;Assessor;Carteira
May-30-2021;Colombia;Armenia;304242164-3;Peyter Ridhole;App;6,234.00
Jul-7-2022;El Salvador;Rosario de Mora;304321902-3;Adele Rowdell;App;2,338.00
May-30-2021;Brazil;São Paul;304618230-9;Jolee Halson;App;17,844.00
May-30-2021;United States;Portland;304838879-6;Marcelline Douglass;App;17,969.00
May-30-2021;Philippines;Siguinon;304997099-5;Perren Warrick;App;13,912.00
May-15-2023;United States;Seattle;305504138-0;Nolie Dayce;App;10,220.00
May-30-2021;Brazil;Rio;306946135-2;Rice Divill;App;10,565.00
Sep-2-2022;Portugal;Mosteiros;307532846-4;Lizabeth Martinon;App;6,098.00
May-30-2021;Angola;Caluquembe;308611788-5;Randa Le Conte;App;3,917.00
May-30-2021;El Salvador;La Unió;308848118-5;Ricky Lockie;App;6,480.00
Dec-18-2022;Portugal;Forninho;310089710-2;Euell Dressell;App;4,153.00
May-30-2021;Brazil;Rio das Pedras;310510237-1;Kevon Deem;App;16,864.00
Jul-14-2022;Brazil;Morada Nova;310822251-1;Sonni Sprakes;App;11,797.00
May-30-2021;Colombia;Balboa;311624236-4;Timmie Moatt;App;17,552.00
May-30-2021;United States;Cheyenne;312159579-2;Cindi Wetherald;App;15,843.00
Dec-27-2022;United States;Bradenton;312672895-2;Robenia Fratczak;App;7,079.00
May-30-2021;France;Hénin-Beaumon;312908162-3;Arney Lade;App;12,237.00
May-30-2021;Brazil;Curitiba;312961463-1;Perceval Leger;App;18,684.00
Mar-15-2022;Brazil;Braganç;313116999-0;Tonnie Duffield;App;8,593.00
May-30-2021;Brazil;Criciúm;313120541-5;Nevin Jewis;App;8,639.00
Apr-23-2022;Brazil;Belo Oriente;313177699-4;Elizabeth Kowalik;App;3,697.00
Feb-14-2022;Brazil;SP;313614848-7;Maye Giddens;App;7,107.00
Feb-5-2023;Indonesia;Pantaibesar;313770955-5;Katharyn O'Dyvoie;App;5,067.00
May-30-2021;Portugal;S�;314161539-1;Markus Sunnex;App;16,713.00
May-30-2021;Philippines;Tigbaw;315767554-0;Olenolin Ledford;App;12,300.00
Oct-20-2021;Brazil;Florianópoli;315769779-1;Morey Funnell;App;3,272.00
May-30-2021;Argentina;Aguilares;316672031-6;Link Tschursch;App;7,072.00
May-30-2021;Colombia;Juní;316936401-4;Muire Gurdon;App;15,297.00
May-30-2021;Portugal;Ponte Nova;317576092-9;Fleming Ogan;App;1,590.00
May-30-2021;Bangladesh;Joypur Hā;318041677-7;Evyn Giorgini;App;16,584.00
May-30-2021;Brazil;Nova Russas;318636982-7;Nero Edgworth;App;19,772.00
May-30-2021;Brazil;Itapemirim;319374546-4;Danice Findlay;App;13,774.00
Jun-18-2022;Portugal;Vila Nova;320735394-0;Westley Yannikov;App;7,731.00
May-30-2021;Portugal;Venda Nova;321667209-3;Mariellen Daouse;App;18,386.00
May-30-2021;Brazil;Arroio do Meio;321770359-6;Marshal Corkitt;App;17,190.00
May-30-2021;Brazil;São Paulo de Oliven�;321784784-9;Arlinda Scutter;App;17,843.00
Sep-30-2021;Colombia;Buesaco;322045874-2;Jamal Eary;App;7,871.00
May-30-2021;Brazil;Umuarama;322346350-1;Valentino Schach;App;5,435.00
May-30-2021;United States;Memphis;322533375-1;Pyotr Bligh;App;14,732.00
Nov-4-2022;Brazil;Várzea Grand;322718613-6;Rufe Dance;App;10,403.00
May-30-2021;Brazil;Braganç;322901394-8;Kesley McCooke;App;9,072.00
May-30-2021;Brazil;Ladári;323088396-9;Barbey Misson;App;19,628.00
Mar-14-2023;Portugal;Fontinha;323459880-0;Frederick Brasse;App;8,412.00
May-30-2021;Brazil;Porto Alegre;323709637-7;Lurlene Pirnie;App;14,196.00
Oct-3-2022;Chile;Lautaro;323811493-1;Ian Tandy;App;10,231.00
May-30-2021;Portugal;Bairros;324428525-2;Allina Vose;App;7,311.00
May-30-2021;Brazil;Rio de Janeiro;324540032-2;Leontine Carneck;App;16,562.00
Jun-22-2021;Portugal;Cochadas;324759586-4;Kristo Venning;App;1,914.00
May-30-2021;Indonesia;Nglengkong;325209217-4;Brook Devigne;App;13,517.00
Dec-6-2022;Honduras;San Esteban;325769803-8;Cherey Ruprich;App;7,533.00
Feb-3-2022;Colombia;Sáchic;326406470-7;Kane McGrann;App;1,936.00
Sep-19-2022;Portugal;Miraflores;326519960-6;Gisella Elrick;App;1,298.00
Apr-10-2023;Russia;Mirskoy;326857205-7;Irving Keyser;App;9,860.00
May-30-2021;Argentina;Catriel;328968264-1;Obidiah Carabine;App;17,818.00
May-30-2021;Brazil;São José dos Pinha;329459050-4;Addi Sigfrid;App;7,259.00
Jan-21-2022;Morocco;Touama;329730837-0;Kaylyn Fancet;App;5,964.00
May-30-2021;Brazil;Descalvado;329968624-0;Shayla Toplis;App;15,882.00
May-30-2021;Syria;Al Ḩaff;330001591-1;Oralle Eacle;App;2,032.00
Aug-29-2021;Brazil;Arroio do Meio;330151607-6;Kimberley Lowe;App;3,197.00
May-30-2021;Chile;Arauco;330446662-2;Reginald Lippini;App;8,841.00
Dec-29-2022;United States;Lincoln;330772619-6;Pia Jurgensen;App;11,364.00
May-30-2021;United States;Maple Plain;332148912-0;Kimberlyn Bonhome;App;5,375.00
May-7-2023;United States;New Haven;332191884-6;Aristotle Vignaux;App;1,877.00
May-30-2021;Portugal;Rego;332274374-8;Marlane Fairman;App;12,711.00
May-30-2021;Honduras;Casa Quemada;333056767-8;Lucretia Stringer;App;9,453.00
Dec-3-2022;Malaysia;Ipoh;333295105-1;Grange Ibert;App;11,342.00
May-30-2021;Chile;Calbuco;335125601-9;Alena Scotchmer;App;10,988.00
May-30-2021;Argentina;Mainque;335639179-8;Ruthy Spellworth;App;5,436.00
May-30-2021;United States;Orange;335943576-1;Bo Artinstall;App;17,881.00
May-30-2021;Portugal;Cavadas;336526365-9;Kesley Form;App;19,253.00
May-30-2021;Mexico;Miguel Hidalgo;336723692-6;Norry Gumery;App;14,551.00
Jan-31-2022;Portugal;Penteado;337162040-9;Pietra Paskins;App;9,794.00
Apr-22-2023;Colombia;Montenegro;339160641-1;Gauthier Nellies;App;8,952.00
Mar-4-2023;Brazil;Cianorte;339375261-8;Lucienne Dow;App;2,526.00
Nov-27-2022;Sweden;Kristianstad;339607654-0;Reinaldos Hollingsby;App;11,708.00
Oct-29-2021;Portugal;Vales;339915412-7;Lauraine Pionter;App;1,252.00
May-30-2021;Brazil;Baturit�;339938149-2;Barnabas Reidshaw;App;18,195.00
Feb-18-2023;Czech Republic;}idlochovice;340600780-5;Codi Neighbour;App;7,824.00
Mar-26-2022;Portugal;Souto;340631061-3;Angelo Medland;App;2,202.00
May-30-2021;Brazil;Nossa Senhora da Glóri;340705097-6;Titos Okie;App;16,562.00
May-28-2022;Argentina;Candelaria;341068291-0;Ezechiel McQuaide;App;1,563.00
Feb-12-2022;Brazil;São Paul;341309623-0;Aluino Atlee;App;9,784.00
Sep-17-2022;France;Marseille;341365365-2;Bron Morrott;App;11,303.00
May-30-2021;Indonesia;Caper;341517669-1;Sandi Learoyd;App;7,588.00
May-30-2021;Portugal;Estrada;341798741-5;Viviene Orys;App;3,499.00
May-30-2021;Argentina;General Guido;343462635-2;Lammond Rauprich;App;17,809.00
May-30-2021;Brazil;São Paul;344750834-5;Laureen Ferriman;App;10,163.00
May-30-2021;United States;El Paso;344856825-2;Atalanta Matten;App;5,344.00
May-30-2021;Philippines;Cervantes;345627897-7;Jorge Goodoune;App;19,372.00
May-30-2021;Portugal;Banzã;345743741-6;Cesare Dunbobbin;App;15,697.00
May-30-2021;Portugal;Venda Nova;347152063-5;Marget Plewman;App;12,586.00
Sep-8-2022;France;Paris 01;347673585-0;Karly Roches;App;7,513.00
May-30-2021;Brazil;São Paul;347931017-6;Olva Chewter;App;8,571.00
May-30-2021;Brazil;Rio;348914136-9;Kamila Houseman;App;15,032.00
May-30-2021;Indonesia;Banjar Budakeling;348999729-8;Marylynne Sturr;App;12,547.00
May-30-2021;Vietnam;Yên L�;350331746-5;Ham Pude;App;14,777.00
May-30-2021;Portugal;Quinta da Queimada;350558423-1;Rogers Coraini;App;18,984.00
Feb-21-2022;Portugal;Calheta de Nesquim;350610976-6;Irita Newham;App;775.00,
May-30-2021;Argentina;Cañuela;350952177-3;Henderson Hearnshaw;App;18,234.00
May-30-2021;Slovenia;Ruš;351036002-8;Valida Gierke;App;13,646.00
Jul-19-2021;Argentina;Tafí Viej;351040559-5;Wain Arnaudi;App;10,265.00
May-30-2021;United States;Houston;351344387-0;Carie Woolacott;App;6,727.00
May-30-2021;Portugal;Nazar�;351951680-2;Lisbeth Dreinan;App;15,820.00
Jun-7-2022;Portugal;Linh�;352771949-0;Bear Skirving;App;985.00,
Oct-7-2022;Mexico;Revolucion;352959734-1;Dido Postance;App;7,138.00
May-30-2021;Canada;Estevan;353254187-4;Beatrisa Louch;App;16,276.00
May-30-2021;Brazil;Valenç;353514119-2;Bourke Baiss;App;17,595.00
May-30-2021;Indonesia;Suwaru;353625180-3;Goldina Fley;App;18,143.00
Oct-27-2021;United States;Minneapolis;353969097-2;Kaia Spat;App;3,745.00
Feb-1-2022;Poland;Lipinki Łużyck;354819013-8;Leonhard Jamieson;App;2,541.00
May-30-2021;United States;Portland;354884124-4;Pavla Stenhouse;App;16,462.00
Dec-16-2021;Luxembourg;Betzdorf;355126319-1;Rosalie Kaliszewski;App;3,117.00
May-30-2021;Macedonia;Kukurečan;355138753-2;Madelin Slowgrove;App;15,528.00
May-30-2021;Ethiopia;Kemis�;356050932-7;Rora Dowson;App;18,656.00
May-30-2021;Philippines;Larap;356671817-3;Yoshiko Erricker;App;16,659.00
May-30-2021;Colombia;Palmar de Varela;356930964-9;Margaret McLelland;App;14,554.00
May-30-2021;Norway;Oslo;357031269-0;Frannie Crump;App;1,800.00
May-30-2021;Portugal;Vinhas;358161113-9;Lusa Hallawell;App;7,765.00
May-30-2021;Portugal;Souto;358219844-8;Tamas Tregust;App;14,905.00
May-30-2021;Portugal;Carvalhais;358324291-2;Johanna Skerme;App;13,764.00
Apr-14-2023;Colombia;Buenavista;358462859-8;Frances Turfrey;App;1,109.00
May-30-2021;Mexico;San Isidro;358505644-1;Natal Dikes;App;13,248.00
May-30-2021;Colombia;Guacar�;358970251-6;Jena Jiricka;App;12,962.00
May-30-2021;Brazil;Rio;359148600-0;Thaddus Kelf;App;16,912.00
May-30-2021;Philippines;Mailag;359306543-6;Guillema Hearnes;App;18,225.00
May-30-2021;Thailand;Soeng Sang;361683651-4;Aigneis Bruckstein;App;10,768.00
May-30-2021;Indonesia;Banjar Pangkungtibah Selatan;362105492-8;Lorna Kohlert;App;16,509.00
Jun-3-2021;United States;Oklahoma City;362568476-4;Zorina Szymonowicz;App;5,505.00
Oct-20-2021;United States;Newport News;364663642-4;April Jeffries;App;4,341.00
May-30-2021;Brazil;Rio de Janeiro;365618184-5;Aloise Gammett;App;2,396.00
May-30-2021;Russia;Falënk;365619985-1;Denna Matschek;App;12,303.00
Oct-30-2022;Brazil;Rio;366314766-5;Wiley Pepperill;App;6,729.00
May-24-2023;Indonesia;Telaga;366368103-3;Jerrome Palmer;App;7,503.00
Jun-3-2022;Brazil;São Paul;367530017-1;Ina Shingles;App;10,735.00
May-30-2021;Portugal;Ferreira do Alentejo;368557837-5;Cornelia Oxx;App;6,188.00
May-30-2021;United States;Reno;368870064-3;Terence Agott;App;6,310.00
Aug-2-2021;Colombia;La Estrella;370095520-0;Catlaina Grafhom;App;5,027.00
Dec-18-2021;United States;Sacramento;371224020-1;Elliott Bamling;App;3,258.00
May-30-2021;Brazil;Rio de Janeiro;372309420-1;Nannette Doggerell;App;13,856.00
Sep-8-2022;United States;Honolulu;373276294-7;Mavra Tout;App;5,187.00
Jun-21-2021;Philippines;Kalilangan;373942109-6;Dun Frary;App;7,088.00
May-30-2021;Japan;Kanuma;374161386-1;Florian Chesney;App;15,012.00
Sep-20-2022;Australia;Sydney;374168874-6;Heywood Burchell;App;4,099.00
May-30-2021;Brazil;Curitiba;374272823-7;Earlie Crooks;App;16,169.00
May-30-2021;Japan;Yūk;374745787-8;Nap Gabey;App;19,187.00
May-30-2021;Brazil;Canavieiras;375169426-9;Nathan Varah;App;14,717.00
May-30-2021;Guinea;Forécaria;375682363-6;Pammy Bockin;App;15,462.00
May-30-2021;Brazil;Curitiba;376510858-8;Chryste Swynfen;App;16,509.00
Sep-16-2022;Indonesia;Gandekan;376586405-6;Malia Edser;App;865.00,
May-30-2021;Venezuela;Guarenas;377921034-7;Bertie Brun;App;17,535.00
May-30-2021;Brazil;SP;377993843-1;Vaughan Ecclestone;App;15,351.00
May-30-2021;Luxembourg;Bettendorf;378331356-2;Winslow Spackman;App;2,026.00
May-30-2021;United States;Washington;378588384-6;Aron Hadland;App;9,071.00
May-30-2021;Brazil;Jaguaribe;379735230-1;Boniface Moughtin;App;18,491.00
Jul-25-2022;Kosovo;Gjilan;380278964-4;Sonny Floch;App;2,854.00
Mar-9-2022;Brazil;Tupanciret�;381978412-8;Dayna Ealles;App;4,359.00
Sep-23-2022;Indonesia;Batawa;382189502-0;Nicole Speeding;App;11,923.00
Nov-30-2021;Brazil;Tiangu�;382333309-7;Milty Dilkes;App;3,717.00
May-30-2021;Indonesia;Gowa;383405771-1;Adelle Dobrovolny;App;10,261.00
Apr-25-2023;Brazil;Olinda;384064903-1;Lindsy Treweela;App;3,844.00
Sep-4-2021;Brazil;Piraquara;384627410-0;Elston Kinsey;App;10,829.00
May-30-2021;Brazil;Cacul�;385584971-4;Brenden Tremellier;App;2,304.00
Mar-31-2023;Colombia;Viterbo;385824653-0;Levi Gouldthorp;App;560.00,
Nov-28-2021;Portugal;Portela;386914912-4;Barbabas McNea;App;10,250.00
Oct-17-2021;Portugal;Velas;387327412-4;Dov Quig;App;8,779.00
May-30-2021;Brazil;São Francisco do Cond;387348437-4;Mallorie Winney;App;3,832.00
Sep-16-2022;Portugal;São Migue;387378366-5;Flo Wakelam;App;4,805.00
May-30-2021;Indonesia;Poli;387793375-0;Vinny Coultass;App;1,297.00
Oct-27-2022;Chile;Talca;388377161-9;Thornton Potapczuk;App;11,654.00
Nov-10-2021;Marshall Islands;Jabat;388527349-7;Berta Kase;App;7,904.00
Jun-9-2022;Portugal;São Mateu;389356542-6;Becky Mahody;App;559.00,
May-30-2021;Nicaragua;Jinotega;390136720-9;Betsey Fortye;App;10,602.00
Oct-24-2021;United States;Decatur;390832426-2;Whitney Stickells;App;1,767.00
May-30-2021;Indonesia;Bangil;391333533-1;Thibaud Conen;App;9,666.00
May-30-2021;Brazil;Botucatu;391510361-6;Marjy Huitson;App;13,123.00
May-30-2021;Japan;Tsushima;391940663-1;Lucilia Atthow;App;13,155.00
May-30-2021;Argentina;Fray Luis A. Beltrá;392239691-7;Bailey Halhead;App;7,470.00
May-30-2021;Portugal;Cabeço de Vid;392627378-1;Fairleigh Denyukhin;App;14,645.00
May-30-2021;Ukraine;Mizoch;392641207-0;Carlynne Lenden;App;17,213.00
May-30-2021;Brazil;Matriz de Camaragibe;393799546-3;Maynard Petegree;App;15,892.00
Jun-23-2022;Brazil;Porto Seguro;394988082-8;Blake Longhirst;App;1,935.00
May-30-2021;Ethiopia;Dīl;395751594-7;Barnabas Perllman;App;12,126.00
May-30-2021;United States;;395778414-1;Ricki Perulli;App;9,282.00
May-30-2021;Honduras;Aramecina;397041841-0;Ofilia Keetch;App;3,482.00
Mar-27-2023;Morocco;Al Hoceïm;397077723-2;Lola Hurren;App;1,006.00
May-30-2021;Madagascar;Vohibinany;397229797-1;Cass Santer;App;10,463.00
Sep-21-2021;Colombia;Fonseca;397576789-8;Alberik Burchatt;App;7,109.00
May-15-2023;Brazil;RJ;398218615-3;Win Davidge;App;3,739.00
May-30-2021;Portugal;Famõe;398651768-5;Ulrika Orringe;App;13,453.00
May-30-2021;Indonesia;Terang;398771528-6;Derek Mytton;App;13,078.00
May-30-2021;Indonesia;Tanahwulan;399604005-9;Miller Weinham;App;19,643.00
May-30-2021;Brazil;;399813727-0;Jania Shanahan;App;18,214.00
Aug-3-2022;Indonesia;Krajan Caluk;400125712-2;Corny Berka;App;7,005.00
May-30-2021;Spain;Pamplona/Iruñ;400543276-1;Emylee Benzie;App;11,693.00
May-9-2023;Japan;Takayama;400827289-5;Sharla Stapforth;App;11,937.00
May-30-2021;Portugal;Amieira do Tejo;400915416-0;Isabella Lockner;App;4,081.00
May-30-2021;Colombia;;401206037-6;Brocky Darrel;App;15,556.00
Mar-10-2022;Colombia;Canalete;401649683-7;Joey Klimkiewich;App;5,979.00
May-30-2021;Brazil;Buriti Alegre;402524331-8;Wilow Rawsthorne;App;15,848.00
May-30-2021;Argentina;Villa Nueva;402549907-1;Vilhelmina Simakov;App;19,051.00
May-30-2021;Colombia;Sibat�;403046029-1;Ailene Gosland;App;16,386.00
May-30-2021;Brazil;José Bonifác;403312956-1;Evangeline Kobieriecki;App;16,215.00
Jun-11-2021;Argentina;Allen;403498606-9;Joey Chesswas;App;507.00,
May-30-2021;Portugal;Gaviã;403588883-4;Bel Keems;App;15,212.00
May-30-2021;Philippines;San Jose;403681952-6;Blaire Sunley;App;19,052.00
May-30-2021;Indonesia;Tawangrejo;404879140-0;Valentino Jeayes;App;18,609.00
May-30-2021;Brazil;Paulista;405215010-4;Hube Weeks;App;6,970.00
May-30-2021;Colombia;Arboleda;405388656-2;Saleem Shufflebotham;App;18,023.00
May-30-2021;Sweden;Stockholm;405437772-6;Abbe Vasiljevic;App;16,528.00
May-30-2021;Portugal;Granja;406005006-7;Borden Treasure;App;13,668.00
May-30-2021;United States;Detroit;406479342-0;Nikolaus Dyball;App;12,144.00
May-30-2021;Argentina;Allen;407281657-4;Marie-ann Craig;App;2,370.00
May-30-2021;United States;Kansas City;407639724-1;Karel Turbefield;App;16,722.00
May-30-2021;Portugal;Miraflores;408704519-6;Salvador Tayspell;App;18,451.00
May-30-2021;United States;Seattle;409173335-2;Shandie Tynemouth;App;2,394.00
May-30-2021;Brazil;Aracaju;409196081-2;Malia Antonowicz;App;19,941.00
May-30-2021;Russia;Khorinsk;409357383-2;Sarena Newcomen;App;14,696.00
May-30-2021;Portugal;Donim;410219091-0;Ortensia Teresse;App;16,906.00
May-30-2021;Cameroon;Bekondo;410530007-5;Adolf Barrs;App;14,178.00
May-18-2023;Portugal;Beja;411516405-0;Kelly Dumberrill;App;1,648.00
May-30-2021;Brazil;Nerópoli;411928622-3;Read Snoding;App;15,111.00
May-30-2021;Ecuador;Tulcá;412479391-1;Rudyard Tichner;App;12,799.00
Dec-23-2022;Colombia;Palmira;412996832-7;Othello Wiburn;App;6,690.00
May-30-2021;Indonesia;Tanggung;413157096-3;Bondy Elcoate;App;16,276.00
May-30-2021;Brazil;Simão Dia;413284076-1;Kip Deyenhardt;App;5,988.00
Nov-30-2022;Macedonia;>340=F8;414464068-1;Zacherie Mergue;App;567.00,
May-5-2023;Brazil;Curitiba;414749326-2;Mahala Carrel;App;4,331.00
Nov-17-2021;Philippines;Bagong Sikat;414905703-6;Bettine Gilhouley;App;1,196.00
May-30-2021;Guatemala;Santa Lucía Cotzumalguap;417648891-3;Bary Hayen;App;9,553.00
Oct-19-2021;United States;San Jose;417821661-9;Parke Twycross;App;8,848.00
May-30-2021;Portugal;Carrasqueira;418047636-3;Thomasina Fanthom;App;7,514.00
May-30-2021;United States;Corpus Christi;418263426-8;Marsha Martugin;App;18,740.00
May-30-2021;Poland;Warsaw;418555811-2;Penny Bullivent;App;5,098.00
May-30-2021;Ukraine;Bile;418560329-0;Rutherford Wimp;App;18,798.00
May-30-2021;Brazil;João Pesso;418677152-9;Frederich Hardwin;App;16,121.00
May-30-2021;Brazil;Osvaldo Cruz;419081184-1;Ilaire Tapin;App;18,119.00
May-30-2021;Argentina;Guernica;419261857-5;Donalt Bladen;App;19,802.00
May-30-2021;Philippines;San Isidro;419384979-1;Frances Godbald;App;14,533.00
Oct-22-2021;Portugal;Abuxarda;419729091-8;Lavena McDoual;App;11,842.00
May-30-2021;Philippines;Santo Tomas;420178973-1;Payton Kerrod;App;3,619.00
May-30-2021;Thailand;Wichian Buri;420600880-9;Doy Rodolfi;App;4,074.00
May-17-2022;United States;Springfield;420921241-5;Alicea Illem;App;9,440.00
May-26-2023;Brazil;Iaç;422743076-3;Reggie Neissen;App;7,847.00
Jun-14-2022;Tunisia;Sousse;422966643-8;Vance Craw;App;10,654.00
May-30-2021;Brazil;Rio;423196434-3;Lila Jakov;App;14,233.00
May-30-2021;Colombia;Corinto;423930295-1;Keary Kneel;App;17,810.00
May-30-2021;United States;Whittier;423999431-4;Welby Remer;App;13,023.00
May-30-2021;Brazil;Limoeiro do Norte;424005076-6;Cassandry Nicklinson;App;6,091.00
Mar-23-2023;Portugal;Castelõe;424048652-1;Noach Bartoszewski;App;9,904.00
May-30-2021;Argentina;Embarcació;424288504-0;Nial Abbets;App;19,584.00
May-30-2021;Argentina;Buena Esperanza;426838651-3;Haskel Vicar;App;13,537.00
May-30-2021;Japan;Yonago;427017907-4;Cindie Addlestone;App;18,201.00
May-30-2021;Colombia;Pamplona;428432863-8;Alyda Hayler;App;16,448.00
May-30-2021;Myanmar;Pyin Oo Lwin;429154856-7;Margery Cohan;App;14,406.00
May-30-2021;Portugal;Paç;429224474-1;Laurens Stanhope;App;1,116.00
May-30-2021;Argentina;San Justo;429679775-1;Lockwood Gerrey;App;18,906.00
May-30-2021;Poland;Krzynowłoga Ma�;431297729-1;Quinn Culshaw;App;18,634.00
May-31-2022;Portugal;Barrosa;431433303-0;Anallese Batterbee;App;4,332.00
May-30-2021;Indonesia;Sokobanteng;431444443-6;Kaleb Dregan;App;11,875.00
May-30-2021;Brazil;Rio de Janeiro;431998628-8;Faulkner Cripps;App;15,663.00
Aug-16-2021;Indonesia;Oebaki;432528840-6;Eddy Attrill;App;8,788.00
May-30-2021;Thailand;Wiang Chiang Rung;433188416-3;Rowena Tripet;App;15,952.00
May-30-2021;Latvia;Skrunda;433892600-7;Griselda Virgo;App;13,235.00
Sep-9-2022;Indonesia;Turus;434353614-9;Sheryl Hadye;App;7,682.00
May-30-2021;Portugal;Castelo;434848630-1;Caddric Stilling;App;19,024.00
Jan-2-2023;Honduras;Sandy Bay;434967605-8;Carlo Georghiou;App;6,540.00
Aug-14-2022;Sweden;Solna;435347681-5;Elisha Hambric;App;4,585.00
Sep-8-2022;United States;New York City;436369176-1;Charis Bottjer;App;3,202.00
May-30-2021;Brazil;Pedreira;436995263-8;Isador Trodden;App;15,864.00
May-30-2021;Peru;Marcara;437266939-9;Sallyann Peacham;App;19,520.00
May-30-2021;Argentina;Viale;437443375-9;Imogen Rohan;App;19,001.00
May-30-2021;Argentina;San Antonio Oeste;437524639-1;Ellary Craister;App;18,040.00
Sep-19-2021;France;Massy;437910180-0;Vanya Januszkiewicz;App;7,270.00
May-30-2021;Venezuela;La Asunció;438166677-1;Darrel Risborough;App;18,896.00
Jan-18-2023;Brazil;RJ;438401255-1;Isadore Vagg;App;6,351.00
May-30-2021;Palestinian Territory;Qīra;438602246-5;Gretna Husselbee;App;17,932.00
May-30-2021;United States;Lancaster;438619431-2;Haleigh Gert;App;17,295.00
Jun-10-2022;Brazil;Envira;439201656-0;Georgie Michell;App;9,682.00
May-30-2021;Argentina;Río Ceballo;439992275-3;Dennis Norridge;App;19,554.00
Mar-15-2022;Argentina;Paran�;440322342-7;Elinor Studdert;App;2,394.00
Feb-19-2022;Portugal;Cruzeiro;440411454-0;Ninetta Patemore;App;2,825.00
May-30-2021;Peru;Muqui;442729988-1;Bettye Tweedie;App;15,156.00
May-30-2021;Albania;Martanesh;442882057-7;Florette Ten Broek;App;17,482.00
Feb-10-2023;Brazil;Ribeirão Pret;442903046-4;Dulce Streatley;App;8,984.00
May-30-2021;Brazil;Curitiba;443008412-2;Vincents Casseldine;App;19,635.00
May-30-2021;Portugal;São Brás de Alport;443208589-4;Essy Shewsmith;App;12,955.00
May-30-2021;Latvia;Ulbroka;443916328-9;Lisetta Duferie;App;15,007.00
May-30-2021;Philippines;Manicahan;444920703-3;Chloette Aggiss;App;4,420.00
Mar-12-2022;Argentina;Villaguay;444953882-1;Margaretta Collington;App;8,858.00
May-30-2021;Portugal;Delãe;445218224-0;Reeta Bold;App;12,340.00
Apr-30-2023;Portugal;Monte Francisco;445483563-2;Timothea Mc Menamin;App;2,244.00
May-30-2021;Portugal;Castanheira;445653460-5;Lane O'Shields;App;666.00,
Sep-20-2021;Sweden;Vargö;445711308-5;Tad Keenlayside;App;7,125.00
May-30-2021;Brazil;São Paul;445787003-1;Bret Rugiero;App;18,446.00
May-30-2021;Brazil;São Paul;446649305-7;Wilmar O' Neligan;App;18,780.00
Jul-20-2021;Brazil;SP;446980273-5;Aarika Dowglass;App;959.00,
May-30-2021;Brazil;Passos;447509576-1;Barthel Bronger;App;15,631.00
May-30-2021;Brazil;Rio;447559740-4;Carmencita Arnow;App;18,209.00
Nov-18-2021;Argentina;Yacimiento Río Turbi;447770473-9;Immanuel Meagh;App;8,027.00
Jun-26-2022;Brazil;Rio de Janeiro;448335962-2;Nick Melluish;App;5,888.00
May-30-2021;Brazil;�bidos;448544667-0;Natalina Rioch;App;12,885.00
Aug-27-2022;Portugal;Palhais;449359382-2;Anselma Inston;App;4,001.00
Jan-12-2023;Brazil;Bom Despacho;450137177-3;Catlee O'Cosgra;App;10,762.00
Aug-17-2021;Colombia;;450650011-3;Wood Stoffler;App;11,782.00
May-30-2021;Brazil;Rio de Janeiro;451840329-0;Modesta Learoid;App;13,566.00
Apr-28-2023;Portugal;Santa Cruz da Graciosa;452005213-0;Jillie Pott;App;1,189.00
May-30-2021;Brazil;São Paul;452574262-3;Susannah Keir;App;13,281.00
Jul-26-2022;Portugal;Roriz;452879889-1;Evanne Falkinder;App;7,529.00
May-30-2021;Portugal;;453903858-3;Ardelia Gerred;App;3,430.00
May-30-2021;Argentina;Chichinales;453917854-7;Abdul O'Connor;App;17,562.00
May-30-2021;Cyprus;Mesóg;454154124-6;Didi Brimelow;App;19,592.00
May-30-2021;Russia;Smolino;454843171-3;Davida Brager;App;15,028.00
Aug-3-2021;Philippines;Masinloc;455883398-9;Harmonie Goad;App;5,009.00
May-30-2021;Portugal;Santiago dos Velhos;456084528-1;Cindee Stockport;App;18,970.00
Mar-28-2022;United States;Asheville;456362163-3;Karmen Gwinnell;App;10,022.00
May-30-2021;Portugal;Vale de Figueira;456537034-4;Tobe Faull;App;17,455.00
May-30-2021;Indonesia;Potet;457474431-6;Derward Quye;App;10,383.00
May-30-2021;Indonesia;Tungoo;457798490-3;Alastair Seeborne;App;11,114.00
May-30-2021;Portugal;Albarraque;457875897-4;Erv Attac;App;9,698.00
May-30-2021;United States;;458266820-8;Glenda Frays;App;1,401.00
Sep-26-2021;United States;Zephyrhills;459357146-4;Mirilla Wrightem;App;3,171.00
May-30-2021;Sweden;Sundsvall;460012061-2;Roxanna Bampforth;App;14,725.00
Apr-17-2022;Cameroon;Muyuka;460460477-0;Roz Joye;App;10,028.00
May-30-2021;Germany;Münche;460683466-8;Marlie Sked;App;3,880.00
May-30-2021;United States;Erie;461021740-6;Daisy Semarke;App;18,165.00
May-30-2021;Portugal;Trafaria;461175874-5;Yves Douris;App;1,177.00
May-30-2021;United States;Florence;462330394-2;Frederigo Cozby;App;803.00,
Jun-1-2022;Brazil;Maragogi;462887254-6;Lee Kubin;App;8,479.00
Jan-3-2022;Portugal;�gua de Pau;464049031-3;Kassi Riddall;App;5,260.00
May-30-2021;Argentina;Villa Santa Rita;464453811-6;Corry Ranyelld;App;19,491.00
May-30-2021;United States;Pittsburgh;464831807-2;Thaddus Niesel;App;19,868.00
